Ax_last,Ay_last,Az_last,Gx_last,Gy_last,Gz_last,Ax_mean,Ax_min,Ax_max,Ax_std,Ax_var,Ax_rms,Ax_ptp,Ax_median,Ax_mad,Ax_energy,Ay_mean,Ay_min,Ay_max,Ay_std,Ay_var,Ay_rms,Ay_ptp,Ay_median,Ay_mad,Ay_energy,Az_mean,Az_min,Az_max,Az_std,Az_var,Az_rms,Az_ptp,Az_median,Az_mad,Az_energy,Gx_mean,Gx_min,Gx_max,Gx_std,Gx_var,Gx_rms,Gx_ptp,Gx_median,Gx_mad,Gx_energy,Gy_mean,Gy_min,Gy_max,Gy_std,Gy_var,Gy_rms,Gy_ptp,Gy_median,Gy_mad,Gy_energy,Gz_mean,Gz_min,Gz_max,Gz_std,Gz_var,Gz_rms,Gz_ptp,Gz_median,Gz_mad,Gz_energy
1.156616,0.492554,0.058228,61.09618,267.6392,-40.2832,0.44630739999999997,0.170532,1.156616,0.29405747377007785,0.08646979788004001,0.5344717889419422,0.9860840000000001,0.328796,0.23315555999999998,5.713201863496,0.45616465,0.227295,0.506348,0.05969469154897695,0.0035634561991275,0.4600539578231558,0.279053,0.473572,0.039116290000000005,4.232992882175,-0.6037415499999998,-0.93042,0.058228,0.291057897224328,0.0847146995366475,0.6702376882368299,0.988648,-0.7173465,0.24864448500000008,8.984371174661002,24.7528067,-5.676268,159.79008,36.36060835389411,1322.0938398652738,43.98630786270699,165.46634799999998,13.946531,24.20135391,38695.905587856774,145.31858655000002,-12.634276,392.3339,149.775569669323,22432.721269770227,208.6868775621986,404.968176,81.87864,137.31627210500002,871004.2573332014,4.7607393500000015,-40.2832,246.643,56.52594504122238,3195.1824628032928,56.726070743194704,286.9262,-3.692627,24.188226065000002,64356.94203923861
0.737427,0.692993,0.209717,74.40186,27.587884,-63.53759,0.7772035,0.204468,1.161988,0.2930860853381648,0.08589945341885002,0.8306291193012078,0.95752,0.8806765,0.24767820000000002,13.798894676622,0.5222718,0.459595,0.692993,0.056861952649025334,0.0032332816590599995,0.525358082391715,0.233398,0.49957300000000004,0.044498119999999974,5.520022294686,-0.1303528,-0.798096,0.231567,0.36440426748812915,0.13279047016356,0.38701721231929725,1.029663,0.0681765,0.32125496000000003,2.9956464526280002,49.395752400000006,3.540038,74.40186,23.9300208196744,572.6458964300502,54.887031725100194,70.861822,61.70653,21.00464312,60251.72503184311,202.7892832,27.587884,392.3339,108.26609411827367,11721.547135626892,229.88049181345662,364.74601600000005,175.81171999999998,92.16002512,1056900.8103279339,-34.5947225,-63.53759,0.610352,22.082576870693927,487.6402012501064,41.04186918382389,64.147942,-40.161135,20.368649249999997,33688.70052204226
0.705688,0.630371,0.026245,-48.33984,-115.1123,20.50781,0.768622,0.480347,1.161988,0.18982822482365475,0.03603475493970001,0.7917161952516192,0.6816409999999999,0.7215575000000001,0.1684332,12.536290676474,0.6097412,0.459595,0.694824,0.07334216753314561,0.005379073538459999,0.6141363077655481,0.23522900000000002,0.628418,0.06325687999999999,7.543268090318,0.09783934999999999,-0.052612,0.231567,0.0904365450342255,0.008178768677727499,0.13323403126134856,0.284179,0.0931395,0.07773444999999998,0.355026141723,46.7895549,-48.33984,74.4629,36.564897162945485,1336.9917045367788,59.38227136340351,122.80274,65.79590999999999,30.252687139999995,70525.08304553786,65.48156025,-115.1123,219.6655,78.90459264156213,6225.934739930862,102.53667379384433,334.7778,36.834720000000004,65.92528380000002,210275.38945410485,-37.82653325,-63.53759,20.50781,25.59173087454559,654.9366891551699,45.670376688489505,84.0454,-47.72948,21.345515775000003,41715.66613737051
0.475952,0.601929,-0.799561,6.65283,-82.45848,27.9541,0.5994203,0.342529,0.755493,0.09219956149629996,0.008500759140109998,0.6064696655169161,0.412964,0.610657,0.07081346999999999,7.356109103844001,0.6668641,0.601318,0.73584,0.03954368606731042,0.0015637031077900005,0.6680355012846249,0.13452200000000003,0.664917,0.030791709999999993,8.925428619532001,-0.14364015000000002,-0.799561,0.145264,0.28411032399954683,0.08071867620312748,0.31835698342450414,0.944825,-0.020386,0.23296881000000003,2.027023377903,-2.9998799999999983,-78.67434,74.4629,46.934273903487764,2202.8260668476128,47.030047276842204,153.13724000000002,-0.21362299999999995,38.1082174,44236.50693724026,-100.21057295,-266.5406,38.39112,115.19962662102668,13270.953973623959,152.68632193026076,304.93172,-98.78539,107.43713905000001,466262.25809182454,17.926027249999997,-61.03514,80.99364,45.34849970432879,2056.4864254335084,48.762986766616855,142.02877999999998,24.230955,39.442748025,47556.57756802501
0.980713,0.565552,-0.028198,28.747552,297.8516,-28.38134,0.5110901999999999,0.199219,0.980713,0.21081224914567936,0.04444180438985999,0.5528607391793163,0.7814939999999999,0.555359,0.18146548,6.113099938518,0.60119025,0.483643,0.73584,0.0792743519026646,0.006284422869587502,0.6063943762640367,0.25219700000000006,0.5843505,0.06786505000000001,7.354282791293,-0.4681518500000001,-0.820068,0.037231,0.3314520420912013,0.10986045620642751,0.573608412477406,0.857299,-0.545166,0.30433355000000006,6.580532217297,-11.483767449999998,-78.67434,28.747552,31.947995301709238,1020.6744037980355,33.949246216134384,107.421892,0.427246,26.045230274999994,23051.026372874298,-40.2008149,-266.5406,359.558,201.33385111300302,40535.31960399287,205.3081223980604,626.0986,-72.29613,166.37481161,843028.5024523388,26.623535999999994,-28.38134,80.99364,34.48321387123814,1189.0920388895508,43.56494815827108,109.37498,24.53613,30.487061,37958.09416065693
0.629272,0.68396,0.043213,57.55614,-8.117676,-17.63916,0.5820069999999999,0.199219,0.982178,0.2528070085290358,0.0639113835614,0.6345419856955093,0.782959,0.6207885,0.21339360000000002,8.052870632208,0.6070739,0.483643,0.740112,0.08310567005379356,0.0069065523950900005,0.6127358912747808,0.256469,0.5704955,0.07709529000000001,7.508905449126,-0.21694335000000003,-0.820068,0.25061,0.45101560494812987,0.20341507590672755,0.5004792633226176,1.070678,0.0075075,0.421962885,5.009589860318999,31.884762450000004,-0.488281,64.0259,25.870174114628323,669.2659087211853,41.059761144143486,64.514181,32.226561000000004,24.34081755,33718.0797042823,103.43321899999998,-62.13378,359.558,127.15337819317485,16167.981585936554,163.909769015268,421.69178,37.6892,112.21404289999998,537328.2475727702,-18.844602400000003,-42.60253,21.11816,18.538403471430357,343.67240326954106,26.434663661254078,63.720690000000005,-20.416256,16.055295400000002,13975.828857672537
0.724976,0.634888,0.005005,-63.59862,-141.17432,51.20848,0.6809144,0.581177,0.982178,0.11445347921203619,0.01309959890374,0.6904665227446585,0.40100099999999994,0.6359250000000001,0.09079235999999999,9.534880380621999,0.6723815499999999,0.573608,0.740112,0.03694256567358986,0.0013647531585474998,0.6733956503712732,0.16650399999999999,0.6718139999999999,0.026716904999999992,9.069234038779001,0.10309444999999999,-0.033325,0.25061,0.10295422472704799,0.010599572389147499,0.1456984488934251,0.283935,0.062011500000000004,0.094240085,0.424560760199,23.321530900000006,-63.59862,64.0259,41.70626832381768,1739.4128174982784,47.78395777892339,127.62451999999999,42.419430000000006,35.86913592,45666.132420358656,23.15063340000001,-141.17432,249.9389,91.1025790605856,8299.67991149025,93.99804114082082,391.11321999999996,-1.1596680000000001,65.96007962,176712.63476622888,-11.550902700000004,-42.60253,51.20848,26.745492397445837,715.321363581833,29.133223590373593,93.81101000000001,-13.48877,22.274777099999998,16974.894335334007
0.28894,0.539917,-0.837524,2.258301,-21.85058,4.516602,0.5807556500000001,0.28894,0.793091,0.149596776819982,0.022379195634927504,0.59971353214835,0.504151,0.598938,0.11858278999999998,7.193126412837,0.65580465,0.539917,0.744141,0.051004706421344095,0.0026014800771274995,0.657785085752748,0.20422400000000007,0.664612,0.038335555,8.653624380775,-0.2149048,-0.837524,0.078735,0.3202951027547252,0.10258895284865999,0.38571106532182875,0.916259,-0.025818,0.28152464,2.9754605182340006,-13.076783799999998,-68.5425,49.13329,33.097006835060874,1095.411861440066,35.58671291355819,117.67579,-1.6784665,28.83148178,25328.282719840176,-106.26831299999999,-276.6724,6.04248,100.43817175763638,10087.826346016467,146.2216833916312,282.71488,-59.600835000000004,90.94971159999999,427615.6138776487,28.411865100000007,-9.33838,80.99364,29.818249074520796,889.1279778701603,41.18691608181849,90.33202,15.655517,26.63269041,33927.24112661516
0.979004,0.593384,0.126709,64.81934,174.80464,-63.29344,0.5582764,0.167847,1.222778,0.3142909646742012,0.09877881047584,0.6406647713686152,1.0549309999999998,0.4295655,0.27742678,8.209026985456,0.6064761000000001,0.51709,0.744141,0.06815758898897467,0.004645456936790001,0.6102939593409065,0.227051,0.5905765000000001,0.05848402000000001,7.4491743361600005,-0.4293457500000001,-0.839966,0.184814,0.3845433346438181,0.1478735762189875,0.5763777834563456,1.02478,-0.576111,0.3563061,6.644226985241,5.8258024,-68.5425,69.21388,35.96349187681538,1293.372747973766,36.43230327027941,137.75638,4.638673000000001,24.98413068,26546.25443155224,14.306623099999996,-276.6724,495.2392,238.5469295402024,56904.63759305829,238.97555744800295,771.9115999999999,-24.780268,195.40892051999998,1142186.341151675,13.168337950000003,-63.29344,80.99364,40.9493171986862,1676.8465790386176,43.01455222833347,144.28708,3.2653809999999996,33.82568364,37005.03406808056
0.598267,0.6969,0.10083,9.887696,7.019042,-7.751464,0.6130189000000001,0.167847,1.222778,0.29251110767146943,0.08556274811119,0.6792311240427664,1.0549309999999998,0.5922855,0.22748038000000004,9.227098397368,0.6215395,0.51709,0.699707,0.06275378602721911,0.00393803766075,0.6246994379067425,0.18261699999999992,0.6325075,0.05704165,7.804987754420001,-0.1397156,-0.839966,0.201416,0.41754561191639894,0.17434433803064003,0.4403007914074196,1.041382,0.0856935,0.37828004,3.8772957382800004,35.864253500000004,1.159668,69.21388,24.03197626793564,577.5358833426218,43.17152490305252,68.054212,39.52026,21.9177205,37275.61124909768,115.66771105000001,-27.709956,495.2392,158.69792411584316,25185.031118677918,196.37731665908925,522.949156,26.977531,131.648544265,771281.0099644841,-24.191281249999996,-63.29344,2.01416,19.102784259648562,364.9163664706769,30.824251085586468,65.3076,-19.01245,16.419674999999994,19002.68909974557
