Ax,Ay,Az,Gx,Gy,Gz,activity
-0.404785,0.906738,-0.144897,5.615234,-2.868652,-0.671386,stair-up
-0.399536,0.904663,-0.149048,7.202148,-9.21631,1.037598,stair-up
-0.430176,0.932251,-0.15564,5.126952,-10.92529,3.601074,stair-up
-0.442871,0.977539,-0.170654,3.662109,-3.723144,4.394532,stair-up
-0.419067,1.00586,-0.173096,1.770019,2.868652,8.666994,stair-up
-0.415161,1.053833,-0.177124,4.150392,-2.685546,11.352536,stair-up
-0.427246,1.095093,-0.1875,6.65283,-7.690428,11.16943,stair-up
-0.429443,1.205078,-0.177002,13.671872,-10.55908,13.916012,stair-up
-0.414551,1.209106,-0.173096,17.08985,-14.5874,13.30566,stair-up
-0.333496,1.023926,-0.183716,16.479492,-22.3999,1.220704,stair-up
-0.321167,0.986938,-0.195068,14.404296,-20.20263,0.244141,stair-up
-0.310913,0.932373,-0.20166,16.90674,-0.244141,-8.544924,stair-up
-0.252808,0.868652,-0.18457,18.493652,8.60596,-13.000484,stair-up
-0.215332,0.802856,-0.171631,17.76123,10.131832,-18.615724,stair-up
-0.195923,0.720703,-0.210938,19.47022,10.0708,-22.3999,stair-up
-0.196899,0.704956,-0.2146,17.21192,11.535644,-23.315424,stair-up
-0.230103,0.749634,-0.184814,8.117676,22.52197,-15.624996,stair-up
-0.21228,0.772583,-0.189209,8.60596,17.57813,-8.8501,stair-up
-0.255615,0.78357,-0.228516,4.760742,-0.488281,4.333496,stair-up
-0.291138,0.79541,-0.244263,-0.915527,-0.366211,9.277344,stair-up
-0.344482,0.828736,-0.283325,-2.868652,12.93945,16.235352,stair-up
-0.331177,0.858521,-0.302246,-0.427246,23.559568,28.1372,stair-up
-0.307129,0.860108,-0.318359,3.479003,32.89796,22.70507,stair-up
-0.306396,0.873657,-0.306396,8.300784,10.986324,23.98681,stair-up
-0.329834,0.937378,-0.304077,13.488768,-2.502442,25.02441,stair-up
-0.337036,0.958008,-0.306519,15.624996,-9.09424,22.583,stair-up
-0.325806,0.928955,-0.339844,21.179192,-29.84619,-4.211426,stair-up
-0.317017,0.846924,-0.360474,20.3247,-31.73828,-16.17432,stair-up
-0.365723,0.793091,-0.396362,7.385252,4.150392,-20.81298,stair-up
-0.369751,0.771606,-0.400269,1.464844,13.122556,-22.33886,stair-up
-0.372314,0.812622,-0.394165,-1.342773,13.488768,-19.40918,stair-up
-0.389893,0.842774,-0.392456,1.098633,1.159668,-16.601568,stair-up
-0.408691,0.836914,-0.387329,3.967285,-1.403808,-17.76123,stair-up
-0.394898,0.834351,-0.358643,6.835936,1.647949,-16.601568,stair-up
-0.385376,0.837769,-0.356201,3.356933,0.549316,-18.31055,stair-up
-0.375732,0.800293,-0.357178,1.89209,-7.263182,-15.563964,stair-up
-0.386841,0.7854,-0.357056,-0.061035,-3.234863,-13.732908,stair-up
-0.383423,0.744141,-0.375855,-6.28662,2.319336,-12.878416,stair-up
-0.411133,0.820801,-0.390381,-10.92529,15.808104,-9.82666,stair-up
-0.41333,0.858032,-0.38855,-11.41357,18.859868,-8.911134,stair-up
-0.396973,0.883179,-0.40686,-10.498044,10.375976,-8.60596,stair-up
-0.402222,0.870239,-0.438599,-9.58252,3.479003,-8.422854,stair-up
-0.413818,0.87793,-0.449585,-9.46045,0.488281,-6.40869,stair-up
-0.441528,0.860962,-0.460083,-9.643556,6.958006,-2.380371,stair-up
-0.435913,0.892212,-0.451172,-10.375976,12.390136,0.915527,stair-up
-0.422485,0.964844,-0.462402,-10.498044,7.385252,11.596676,stair-up
-0.414429,0.923462,-0.444702,-10.0708,5.004884,12.57324,stair-up
-0.450684,1.003174,-0.398438,-14.648436,8.239746,14.5874,stair-up
-0.405151,1.021118,-0.32019,-9.521484,0.610352,19.28711,stair-up
-0.386475,0.955322,-0.285767,-7.202148,-10.009768,17.08985,stair-up
-0.384277,0.877442,-0.234131,-10.620116,-9.643556,4.760742,stair-up
-0.371582,0.86792,-0.214722,-9.887696,-8.48389,2.868652,stair-up
-0.359985,0.804321,-0.169434,-8.422854,-5.371092,1.159668,stair-up
-0.362061,0.811524,-0.152832,-10.620116,-1.342773,-2.075196,stair-up
-0.350708,0.8125,-0.14563,-11.596676,1.708984,-2.075196,stair-up
-0.33728,0.734986,-0.145508,-16.6626,4.638672,-3.417968,stair-up
-0.349121,0.747803,-0.146484,-24.29199,10.375976,-7.019042,stair-up
-0.347778,0.776123,-0.173462,-31.92138,19.04297,-5.371092,stair-up
-0.364868,0.826172,-0.180664,-31.249992,24.47509,-0.610352,stair-up
-0.35791,0.903687,-0.170288,-23.74267,24.47509,7.446288,stair-up
-0.360474,0.936646,-0.173462,-17.76123,17.82227,13.732908,stair-up
-0.361938,0.934326,-0.176636,-12.3291,11.108396,14.892576,stair-up
-0.376953,0.901245,-0.171875,-1.708984,-2.929687,0.915527,stair-up
-0.380493,0.894287,-0.167236,-1.647949,-1.525878,-6.65283,stair-up
-0.366089,0.890503,-0.182861,-5.676268,-1.770019,-17.21192,stair-up
-0.358765,0.903442,-0.191528,-8.48389,-3.601074,-16.723632,stair-up
-0.377197,0.908692,-0.200806,-13.244628,-5.432128,-10.742184,stair-up
-0.391846,0.932495,-0.182007,-12.390136,-3.845214,-7.202148,stair-up
-0.372559,0.948364,-0.154663,-5.371092,-5.065916,8.789064,stair-up
-0.361206,0.923096,-0.154663,-2.075196,-13.793944,7.446288,stair-up
-0.406372,0.961182,-0.15271,-4.638672,-15.380856,11.16943,stair-up
-0.381836,0.974365,-0.195679,-4.638672,-19.71436,21.667476,stair-up
-0.383667,0.905029,-0.206909,-6.225584,-22.33886,20.20263,stair-up
-0.411133,1.09314,-0.235474,-4.028321,-11.840818,26.67236,stair-up
-0.465576,1.185303,-0.241699,-0.244141,-8.544924,29.113768,stair-up
-0.450073,1.25586,-0.239868,3.723144,0.854492,23.74267,stair-up
-0.381226,1.276001,-0.247559,7.141112,-1.770019,15.563964,stair-up
-0.328858,1.194458,-0.233154,15.07568,-0.854492,10.0708,stair-up
-0.281982,0.838501,-0.171997,20.3247,22.21679,-10.80322,stair-up
-0.198486,0.840576,-0.106689,19.22608,33.1421,-11.230468,stair-up
-0.152222,0.838257,-0.071411,34.05762,3.051757,-7.141112,stair-up
-0.164795,0.830444,-0.058472,35.15626,-7.080076,-9.765626,stair-up
-0.17334,0.827759,-0.066772,32.95899,-19.40918,-12.57324,stair-up
-0.237793,0.76123,-0.171143,22.76611,-17.08985,-8.97217,stair-up
-0.247681,0.770386,-0.20398,17.02881,-5.126952,-11.596676,stair-up
-0.28186,0.781982,-0.292114,22.09472,13.122556,-18.98194,stair-up
-0.293335,0.841919,-0.30127,23.559568,31.86035,-19.28711,stair-up
-0.209473,0.859741,-0.266235,33.5083,16.78467,-16.113284,stair-up
-0.210815,0.842774,-0.302612,33.63038,-5.554198,-12.69531,stair-up
-0.246216,0.840454,-0.337402,31.005852,-22.46093,-10.620116,stair-up
-0.341187,0.797119,-0.361694,25.451652,-23.559568,-6.835936,stair-up
-0.361206,0.799194,-0.353516,18.43262,-15.380856,-4.211426,stair-up
-0.35437,0.804199,-0.356079,8.239746,-5.676268,-2.990722,stair-up
-0.366333,0.776123,-0.358154,6.28662,-7.568358,-0.183105,stair-up
-0.36377,0.734253,-0.372925,3.784179,-6.835936,-0.305176,stair-up
-0.423218,0.807007,-0.369629,-8.056642,7.202148,1.342773,stair-up
-0.415649,0.869751,-0.362305,-9.277344,9.70459,6.469726,stair-up
-0.401123,0.811768,-0.390503,-6.896972,-8.117676,8.48389,stair-up
-0.411621,0.781982,-0.405029,-12.634276,-4.821778,6.28662,stair-up
-0.411987,0.796875,-0.442139,-20.1416,10.131832,2.868652,stair-up
-0.403076,0.821411,-0.433838,-19.10401,15.563964,4.882814,stair-up
-0.370361,0.842652,-0.408691,-16.96778,14.95361,5.920409,stair-up
-0.386841,0.889526,-0.391724,-12.20703,-4.089356,6.469726,stair-up
-0.390747,0.882812,-0.411743,-12.023924,-2.563476,6.835936,stair-up
-0.354492,0.851685,-0.392944,-15.747068,1.586914,0.671386,stair-up
-0.346436,0.868896,-0.376221,-14.70947,0.488281,-0.061035,stair-up
-0.349487,0.906372,-0.371338,-14.46533,-0.488281,1.098633,stair-up
-0.384766,0.97876,-0.340942,-15.258788,-2.01416,6.591796,stair-up
-0.400879,1.061158,-0.314819,-16.78467,-2.685546,7.202148,stair-up
-0.403687,1.112549,-0.313721,-20.99609,-6.591796,6.16455,stair-up
-0.402832,1.103272,-0.290405,-20.56884,-11.04736,4.211426,stair-up
-0.382813,0.979126,-0.224609,-22.15576,-9.277344,-6.16455,stair-up
-0.379517,0.962036,-0.204346,-24.963376,-1.098633,-8.544924,stair-up
-0.356323,0.87561,-0.161255,-20.75195,14.09912,-17.02881,stair-up
-0.333008,0.86853,-0.138794,-17.94434,16.96778,-21.057124,stair-up
-0.30603,0.878784,-0.113159,-12.878416,13.793944,-22.3999,stair-up
-0.326782,0.818604,-0.096802,-8.178714,7.93457,-22.46093,stair-up
-0.35022,0.794678,-0.106201,-7.080076,11.535644,-18.9209,stair-up
-0.361816,0.759644,-0.107178,-14.09912,29.96826,-12.45117,stair-up
-0.36438,0.77063,-0.105469,-20.1416,36.37696,-12.08496,stair-up
-0.362793,0.857544,-0.113159,-20.99609,37.23145,-6.40869,stair-up
-0.393799,0.882324,-0.123535,-22.21679,36.01075,1.525878,stair-up
-0.406982,0.916992,-0.130371,-20.26367,38.63526,2.990722,stair-up
-0.400635,0.907104,-0.12793,-14.648436,32.83692,5.493162,stair-up
-0.395996,0.885864,-0.136719,-14.34326,28.62548,0.549316,stair-up
-0.403076,0.883667,-0.146484,-14.09912,26.24511,-4.516602,stair-up
-0.401123,0.885254,-0.146484,-15.07568,26.30615,-2.990722,stair-up
-0.397705,0.912232,-0.157105,-12.08496,20.1416,-1.403808,stair-up
-0.402588,0.897461,-0.154053,-10.31494,18.79883,-0.061035,stair-up
-0.390381,0.86438,-0.145996,-9.21631,16.96778,-0.610352,stair-up
-0.399048,0.873535,-0.147827,-9.46045,15.380856,1.159668,stair-up
-0.395508,0.867554,-0.145264,-8.361816,14.70947,3.356933,stair-up
-0.403931,0.875488,-0.133057,-8.544924,14.09912,9.765626,stair-up
-0.416382,0.944458,-0.132446,-6.896972,11.718748,14.70947,stair-up
-0.408325,0.963257,-0.135986,-1.708984,6.103514,18.493652,stair-up
-0.417725,0.898071,-0.131226,-2.380371,4.089356,9.58252,stair-up
-0.415649,0.948242,-0.155884,-5.065916,10.31494,11.840818,stair-up
-0.386597,0.890625,-0.158569,-7.629394,15.99121,5.798338,stair-up
-0.378418,0.926514,-0.165283,-10.31494,20.87402,6.65283,stair-up
-0.365601,0.999146,-0.16394,-8.422854,17.82227,6.16455,stair-up
-0.395264,1.129028,-0.161743,-2.868652,9.33838,13.244628,stair-up
-0.404541,1.218262,-0.148926,0.366211,5.981444,10.92529,stair-up
-0.334106,1.066772,-0.160889,10.864256,-4.577638,2.929687,stair-up
