Ax,Ay,Az,Gx,Gy,Gz,activity,,,
-0.179199,-1.02295,0.18335,-9.155274,-50.23192,-22.76611,walking,,,
-0.227295,-1.036377,0.116699,-17.82227,-37.90284,-31.86035,walking,,,
-0.223999,-1.070801,0.111328,-20.019532,-32.65382,-36.438,walking,,,
-0.205444,-1.04773,0.148682,-18.127448,-23.74267,-42.35839,walking,,,
-0.202271,-0.98523,0.129639,-13.000484,-21.423332,-36.37696,walking,,,
-0.16394,-0.950928,0.082764,-9.765626,-16.17432,-29.357908,walking,,,
-0.218506,-0.960449,0.105103,-2.807617,-1.586914,-20.019532,walking,,,
-0.089966,-0.958252,0.104492,-7.141112,-18.67676,-2.990722,walking,,,
-0.120483,-0.923096,0.090576,-7.629394,-28.80859,3.417968,walking,,,
-0.120728,-0.968018,0.087402,-8.239746,-18.005376,7.385252,walking,,,
-0.093872,-0.961426,0.097778,-8.361816,-8.666994,10.009768,walking,,,
-0.087891,-0.976196,0.095581,-7.141112,-5.249022,9.277344,walking,,,
-0.062134,-0.972656,0.077271,-3.479003,-3.662109,9.09424,walking,,,
-0.061523,-1.002564,0.077759,-1.159668,-3.479003,10.19287,walking,,,
-0.037964,-0.963013,0.06189,-0.854492,-18.005376,16.357424,walking,,,
-0.092163,-0.972046,0.036499,2.441407,-25.207516,16.723632,walking,,,
-0.190918,-0.934692,0.01123,5.920409,-12.81738,16.6626,walking,,,
-0.219849,-0.941284,-0.005737,6.53076,0,16.479492,walking,,,
-0.218872,-0.92981,0.005249,3.845214,12.878416,21.97265,walking,,,
-0.255005,-0.953003,0.030151,0.549316,15.930172,23.193352,walking,,,
-0.27478,-0.938599,0.045898,-2.197266,21.545408,25.81787,walking,,,
-0.301636,-0.977051,0.051392,0.915527,37.41456,30.51757,walking,,,
-0.312134,-1.010376,0.06189,3.540038,48.40087,34.60694,walking,,,
-0.288818,-1.074097,0.086182,2.624511,57.92236,38.75733,walking,,,
-0.256958,-1.067383,0.074219,3.295898,53.40575,47.0581,walking,,,
-0.240479,-1.069458,0.073975,2.319336,43.64012,56.64062,walking,,,
-0.240356,-0.988404,0.062256,3.417968,25.63476,62.49999,walking,,,
-0.275635,-0.96167,0.037231,8.300784,18.615724,56.76268,walking,,,
-0.262573,-0.955322,0.07605,5.981444,14.70947,39.48975,walking,,,
-0.300537,-0.903564,0.071655,7.019042,4.272462,35.27832,walking,,,
-0.467163,-0.936524,-0.011841,2.197266,34.72901,32.47071,walking,,,
-0.464111,-0.936524,0.0271,3.601074,62.01171,33.87452,walking,,,
-0.410278,-0.981568,0.043701,2.136231,62.8662,33.99659,walking,,,
-0.363892,-0.978882,0.042358,-3.906249,29.113768,36.6211,walking,,,
-0.347534,-0.943237,0.039551,-3.479003,16.41846,33.87452,walking,,,
-0.362915,-0.910767,0.007935,3.417968,-12.93945,21.423332,walking,,,
-0.401001,-0.877564,-0.003296,3.784179,-14.70947,15.014646,walking,,,
-0.400391,-0.830078,-0.003418,11.352536,4.272462,-0.366211,walking,,,
-0.411621,-0.807984,-0.018433,10.31494,-1.037598,-5.920409,walking,,,
-0.44165,-0.799194,-0.010498,10.864256,-0.244141,-10.864256,walking,,,
-0.455566,-0.823242,0.030396,10.68115,10.92529,-25.39062,walking,,,
-0.48169,-0.793579,0.011719,13.610836,13.366696,-24.29199,walking,,,
-0.482056,-0.839112,0.029907,14.648436,15.808104,-25.63476,walking,,,
-0.466431,-0.851196,0.032959,12.45117,13.854978,-22.09472,walking,,,
-0.439331,-0.88269,0.061646,8.422854,9.21631,-18.06641,walking,,,
-0.40625,-0.863037,0.073608,6.04248,2.01416,-17.63916,walking,,,
-0.380982,-0.900269,0.079468,9.58252,-7.324218,-20.20263,walking,,,
-0.366455,-0.91394,0.078613,11.657712,-9.21631,-22.09472,walking,,,
-0.29541,-0.981445,0.095825,14.160152,-3.051757,-31.4331,walking,,,
-0.269043,-0.981568,0.098633,13.06152,-5.798338,-35.21729,walking,,,
-0.268311,-0.976685,0.072754,14.648436,-24.71923,-47.36327,walking,,,
-0.280884,-1.001709,0.079346,13.06152,-30.94482,-53.46678,walking,,,
-0.313477,-1.026978,0.075073,10.43701,-36.68214,-60.4248,walking,,,
-0.320557,-1.072998,0.101563,-2.624511,-39.67286,-72.5708,walking,,,
-0.322144,-1.119141,0.108887,-7.019042,-31.249992,-65.00244,walking,,,
-0.328125,-1.063477,0.072022,-14.46533,-51.26952,-42.9077,walking,,,
-0.293091,-1.004028,0.059082,-12.45117,-53.28368,-47.18016,walking,,,
-0.34082,-0.963379,0.027466,-7.202148,-25.93994,-34.24073,walking,,,
-0.345947,-0.933106,0.014526,-8.361816,-3.906249,-32.77588,walking,,,
-0.32666,-0.951538,0.009277,-7.873534,30.27343,-25.8789,walking,,,
-0.25293,-0.947266,0.038574,-15.930172,32.40968,-19.40918,walking,,,
-0.242432,-0.932617,0.022461,-17.94434,24.35302,-2.624511,walking,,,
-0.240112,-0.991821,0.042358,-17.7002,31.79931,4.333496,walking,,,
-0.145142,-1.043213,0.08728,-20.69091,32.59278,18.9209,walking,,,
-0.08728,-1.016846,0.097168,-19.65332,29.54101,27.83203,walking,,,
-0.03125,-0.986938,0.080933,-10.253904,9.643556,40.95458,walking,,,
-0.072632,-0.969238,0.075684,-6.774902,2.929687,40.89354,walking,,,
-0.11084,-0.945557,0.072632,-3.906249,8.911134,37.59766,walking,,,
-0.127686,-0.944824,0.086182,1.89209,29.90722,26.06201,walking,,,
-0.131348,-0.942627,0.071777,3.723144,25.085448,18.249516,walking,,,
-0.183716,-0.981201,0.053223,6.347656,15.502928,2.746581,walking,,,
-0.196167,-0.977539,0.043457,8.239746,17.94434,-0.671386,walking,,,
-0.192017,-0.986084,0.034546,11.474608,21.179192,-1.831054,walking,,,
-0.190064,-0.973877,0.018921,14.648436,26.36718,0.549316,walking,,,
-0.209229,-0.977417,0.008911,18.371584,33.3252,-0.366211,walking,,,
-0.227295,-0.98877,0.024902,15.502928,34.30176,-1.708984,walking,,,
-0.23877,-0.975708,0.044678,12.390136,35.03418,-1.708984,walking,,,
-0.266846,-0.992432,0.068848,8.48389,34.48487,-0.671386,walking,,,
-0.252808,-0.972534,0.075195,6.591796,25.02441,4.272462,walking,,,
-0.292114,-0.962036,0.066162,9.155274,18.67676,13.000484,walking,,,
-0.287232,-0.944336,0.059692,11.718748,22.46093,18.18848,walking,,,
-0.312744,-0.985474,0.046509,13.854978,28.93066,20.99609,walking,,,
-0.239746,-0.965942,0.064209,5.004884,24.90234,24.963376,walking,,,
-0.266113,-0.99292,0.056641,5.676268,17.7002,25.63476,walking,,,
-0.269165,-0.958496,0.048096,2.441407,6.835936,26.79443,walking,,,
-0.293945,-0.95874,0.036621,2.441407,6.591796,30.02929,walking,,,
-0.302246,-0.947876,0.036377,3.662109,16.05225,33.44727,walking,,,
-0.269531,-0.901612,0.026733,4.699708,31.18896,40.1001,walking,,,
-0.258423,-0.904663,0.019775,7.568358,34.48487,41.87011,walking,,,
-0.240601,-0.996582,0.018066,5.920409,36.37696,37.29248,walking,,,
-0.235596,-1.049316,0.03833,1.953124,29.1748,29.29687,walking,,,
-0.23584,-0.929688,-0.004761,-0.183105,-0.061035,11.474608,walking,,,
-0.260498,-0.932739,-0.007324,0.305176,-2.258301,6.103514,walking,,,
-0.29248,-0.930298,-0.014282,-1.89209,-2.502442,-3.112792,walking,,,
-0.29773,-0.907471,-0.010742,-4.272462,-10.864256,-13.854978,walking,,,
-0.330322,-0.919922,-0.007202,-4.882814,-16.96778,-16.96778,walking,,,
-0.344482,-0.919922,0.011719,-0.427246,-14.95361,-12.69531,walking,,,
-0.353882,-0.934326,0.010376,-8.8501,-18.005376,-14.95361,walking,,,
-0.345947,-0.946045,0.008423,-5.004884,-16.17432,-20.99609,walking,,,
-0.34375,-0.94519,0.022949,-6.28662,-19.9585,-18.249516,walking,,,
-0.322754,-0.956177,0.036621,-9.521484,-26.73339,-19.34815,walking,,,
-0.337158,-0.938965,0.027954,-8.239746,-28.07617,-16.6626,walking,,,
-0.363525,-0.928101,0.009644,-4.577638,-23.6206,-18.55469,walking,,,
-0.359619,-0.964478,0.022095,-7.263182,-15.624996,-21.72851,walking,,,
-0.345703,-0.959839,0.025146,-10.498044,-22.33886,-21.11816,walking,,,
-0.36023,-0.974732,0.018555,-10.55908,-20.99609,-18.67676,walking,,,
-0.33667,-0.958862,0.036377,-10.68115,-19.28711,-9.21631,walking,,,
-0.353027,-0.935913,0.023682,-8.48389,-20.1416,-6.28662,walking,,,
-0.349609,-0.945801,0.01355,-2.990722,-15.502928,-0.732422,walking,,,
-0.363525,-0.933838,-0.001099,-0.915527,-6.591796,-0.793457,walking,,,
-0.34436,-0.947754,-0.015015,-1.281738,10.19287,-4.516602,walking,,,
-0.329712,-0.968628,-0.01416,-2.563476,13.671872,-4.028321,walking,,,
-0.314941,-0.969482,-0.007324,-6.591796,9.033204,-5.615234,walking,,,
-0.319824,-0.954712,-0.019531,-2.807617,10.80322,-0.793457,walking,,,
-0.328247,-0.95874,-0.016235,-0.610352,19.59229,4.150392,walking,,,
-0.270508,-0.953125,-0.026123,1.770019,29.84619,3.784179,walking,,,
-0.258911,-0.93689,-0.045654,2.258301,28.991692,6.774902,walking,,,
-0.229126,-0.993652,-0.046509,-3.601074,24.6582,8.72803,walking,,,
-0.207642,-0.996826,-0.053833,-6.225584,16.479492,8.911134,walking,,,
-0.244751,-0.996094,-0.0979,-2.807617,6.65283,6.896972,walking,,,
-0.232178,-1.002076,-0.103149,-1.098633,10.68115,4.150392,walking,,,
-0.23584,-1.048584,-0.078857,-2.868652,3.356933,-0.854492,walking,,,
-0.210327,-0.990601,-0.068115,-7.263182,-7.202148,2.319336,walking,,,
-0.268188,-0.901489,-0.108398,-4.699708,-11.840818,-0.488281,walking,,,
-0.271118,-0.917725,-0.129028,8.361816,31.31103,-13.122556,walking,,,
-0.219116,-0.926514,-0.104492,6.225584,29.96826,-13.30566,walking,,,
-0.21106,-0.91687,-0.100952,1.098633,2.502442,-13.06152,walking,,,
-0.235107,-0.918945,-0.092651,-2.319336,-4.882814,-13.97705,walking,,,
-0.233032,-0.96106,-0.049805,-1.342773,0.793457,-15.19775,walking,,,
-0.188477,-0.951172,-0.022583,-6.53076,-2.01416,-13.30566,walking,,,
-0.154297,-0.917603,-0.04248,8.361816,-16.54053,-5.798338,walking,,,
-0.203491,-1.075928,0.001221,13.427732,-21.057124,-3.723144,walking,,,
-0.154419,-0.965942,0.00647,0.244141,-35.15626,-6.347656,walking,,,
-0.170288,-0.932373,-0.016357,4.089356,-32.22657,7.507323,walking,,,
-0.176758,-0.979614,0.012207,1.770019,-27.64892,3.356933,walking,,,
-0.152588,-1.097046,0.07605,-9.521484,-30.2124,-6.958006,walking,,,
-0.130005,-1.098389,0.089111,-11.96289,-34.5459,-6.591796,walking,,,
-0.052002,-0.958374,0.086548,-9.155274,-47.4243,3.479003,walking,,,
-0.082764,-0.915528,0.035767,0.671386,-42.23632,0.366211,walking,,,
-0.037598,-1.015259,0.052979,3.601074,-25.39062,-19.59229,walking,,,
-0.049194,-1.032837,0.103149,-1.525878,-35.88868,-22.82714,walking,,,
-0.134888,-1.035767,0.101563,-5.676268,-43.33495,-31.127924,walking,,,
-0.153809,-1.030518,0.086792,-2.929687,-41.93114,-33.63038,walking,,,
-0.225342,-0.973633,0.071777,8.239746,-24.78027,-39.00147,walking,,,
-0.251953,-0.964844,0.062622,13.549804,-11.2915,-41.32079,walking,,,
-0.234009,-0.984741,0.067261,14.83154,-2.685546,-40.83251,walking,,,
-0.222778,-0.977417,0.061157,10.68115,-11.41357,-35.4004,walking,,,
-0.218384,-1.030152,0.061768,-1.464844,-13.671872,1.708984,walking,,,
-0.158203,-0.995972,0.06311,-0.366211,-13.549804,2.01416,walking,,,
-0.149048,-0.952271,0.050537,2.807617,-24.23095,16.17432,walking,,,
-0.091431,-0.971558,0.036255,2.197266,-12.634276,22.46093,walking,,,
-0.073364,-0.972656,0.033203,1.098633,-16.41846,21.24023,walking,,,
-0.05249,-1.021118,0.031616,2.807617,-1.220704,16.96778,walking,,,
-0.048828,-1.04834,0.051636,-1.281738,10.131832,12.08496,walking,,,
-0.057007,-1.003906,0.06897,-3.906249,16.78467,6.53076,walking,,,
-0.085449,-0.984375,0.052734,-1.770019,14.83154,5.249022,walking,,,
-0.135498,-0.97876,0.028564,1.708984,12.390136,2.929687,walking,,,
-0.211548,-0.988159,0.04541,-0.549316,20.935052,7.507323,walking,,,
-0.228882,-0.975464,0.053345,-4.516602,20.56884,12.512204,walking,,,
-0.271729,-0.930298,0.081299,-11.41357,16.845708,23.49853,walking,,,
-0.29834,-0.945435,0.091675,-10.55908,19.28711,25.451652,walking,,,
-0.327759,-0.991211,0.097168,-7.446288,25.573724,28.38134,walking,,,
-0.306885,-1.069092,0.120972,-2.746581,38.14698,42.60253,walking,,,
-0.307861,-1.031372,0.101929,3.906249,39.18458,53.28368,walking,,,
-0.311157,-1.078003,0.082275,13.366696,48.21776,59.44824,walking,,,
-0.282593,-1.009156,0.071411,14.282224,54.13818,62.49999,walking,,,
-0.293457,-1.068604,0.041382,25.695796,37.47559,66.16212,walking,,,
-0.292603,-1.024414,0.044312,14.70947,33.69141,60.791,walking,,,
-0.360352,-0.860596,-0.019653,25.81787,44.12841,52.12402,walking,,,
-0.352783,-0.859253,-0.049194,26.73339,56.45751,45.28808,walking,,,
-0.323486,-0.874268,-0.024902,20.26367,60.24169,27.77099,walking,,,
-0.35022,-0.910034,-0.003174,10.620116,51.45262,15.563964,walking,,,
-0.32544,-0.84021,0.000854,10.92529,47.18016,8.789064,walking,,,
-0.338013,-0.843018,-0.052979,11.230468,-5.126952,-5.065916,walking,,,
-0.382935,-0.849365,-0.053589,13.427732,-7.812498,-12.512204,walking,,,
-0.354736,-0.849365,-0.043213,10.68115,-14.770504,-26.42822,walking,,,
-0.386475,-0.85083,-0.062744,9.033204,-19.22608,-33.81348,walking,,,
-0.408203,-0.890869,-0.067871,6.103514,-23.803708,-48.64501,walking,,,
-0.386963,-0.956299,-0.111572,3.051757,-33.1421,-50.354,walking,,,
-0.490479,-0.998413,-0.119385,-19.28711,-59.87548,-43.33495,walking,,,
-0.497192,-0.966309,-0.089355,-21.97265,-51.45262,-58.28856,walking,,,
-0.419312,-0.961548,-0.060547,-28.869624,-29.84619,-23.803708,walking,,,
-0.412476,-1.018921,0.002441,-34.91212,-25.81787,-26.06201,walking,,,
-0.411133,-1.00647,0.030151,-44.25048,-24.23095,-34.11866,walking,,,
-0.4104,-0.982788,0.026611,-42.11425,-19.40918,-36.92628,walking,,,
-0.384766,-0.985718,0.066284,-23.49853,10.620116,-30.33447,walking,,,
-0.333252,-1.04187,0.102051,-16.96778,23.681636,-25.26855,walking,,,
-0.172363,-0.999268,0.091431,-4.272462,-5.981444,-3.479003,walking,,,
-0.118164,-0.906982,0.032471,4.150392,-20.019532,4.638672,walking,,,
-0.130615,-0.88208,0.006958,15.19775,-19.89746,0.183105,walking,,,
-0.107178,-0.897461,0.036987,14.46533,-6.774902,-7.93457,walking,,,
-0.075073,-0.89502,0.062988,10.375976,-1.586914,-13.97705,walking,,,
-0.081909,-0.977051,0.067749,8.178714,-12.3291,-23.74267,walking,,,
-0.142944,-0.993286,0.05249,12.390136,-9.82666,-24.59716,walking,,,
-0.138306,-1.047852,0.061401,19.65332,8.117676,-28.747552,walking,,,
-0.123291,-1.052978,0.077759,17.82227,8.666994,-9.277344,walking,,,
-0.129761,-0.977783,0.002686,23.681636,-13.000484,-14.892576,walking,,,
-0.133423,-0.969727,-0.011597,24.841304,-20.1416,-17.21192,walking,,,
-0.175049,-1.009156,-0.001587,16.90674,-3.234863,-20.62988,walking,,,
-0.166382,-1.013062,0.010864,13.610836,0.12207,-16.90674,walking,,,
-0.172974,-0.98584,0,7.263182,-4.638672,-3.234863,walking,,,
-0.151978,-0.990967,-0.001709,6.28662,-7.202148,2.441407,walking,,,
-0.154907,-1.000488,0.014648,3.479003,-9.70459,7.995604,walking,,,
-0.154175,-0.994629,0.032837,-2.258301,1.098633,11.779784,walking,,,
-0.156128,-1.012574,0.050293,-5.249022,3.723144,9.155274,walking,,,
-0.197632,-0.970459,0.079102,-8.239746,22.64404,9.887696,walking,,,
-0.219116,-0.963989,0.085571,-6.347656,29.1748,6.958006,walking,,,
-0.243897,-0.999268,0.096802,-5.859374,32.1045,9.21631,walking,,,
-0.296753,-0.994507,0.102661,-2.929687,23.437492,17.57813,walking,,,
-0.294556,-1.016358,0.106689,-0.915527,21.24023,25.75683,walking,,,
-0.314331,-0.987183,0.094482,2.929687,17.45606,45.59325,walking,,,
-0.357056,-0.993164,0.056396,8.361816,22.583,52.06298,walking,,,
-0.28833,-0.998657,0.060669,5.676268,31.92138,65.2466,walking,,,
-0.355957,-0.989258,0.032471,3.967285,35.27832,66.16212,walking,,,
-0.305908,-0.979858,0.036011,-7.507323,20.20263,53.833,walking,,,
-0.335816,-0.977661,0.020752,-7.141112,16.78467,56.64062,walking,,,
-0.343872,-0.939331,0.024902,-9.21631,24.53613,54.50438,walking,,,
-0.337646,-0.948853,-0.007324,-1.586914,55.48094,42.7246,walking,,,
-0.265381,-0.993896,0.042603,-5.981444,57.49511,40.16112,walking,,,
-0.238281,-0.981445,0.036621,-10.0708,34.97315,18.55469,walking,,,
-0.232666,-0.977661,0.033691,-11.04736,15.380856,19.71436,walking,,,
-0.27478,-0.928223,0.007935,-4.516602,-11.108396,15.686032,walking,,,
-0.263184,-0.890259,0.003174,-1.159668,-9.46045,10.253904,walking,,,
-0.261108,-0.86377,-0.012207,2.197266,-6.40869,3.295898,walking,,,
-0.258179,-0.855225,-0.005005,6.835936,2.746581,-17.51709,walking,,,
-0.251587,-0.871826,0.007935,6.896972,-1.159668,-32.2876,walking,,,
-0.279053,-0.945557,0.019043,5.676268,-21.11816,-59.5703,walking,,,
-0.311768,-0.972778,0.015991,4.699708,-30.45654,-68.17628,walking,,,
-0.365601,-0.989014,0.01416,2.258301,-28.01513,-70.73976,walking,,,
-0.355225,-0.982666,0.028809,1.159668,-21.11816,-67.3218,walking,,,
-0.36145,-1.032471,0.04126,2.380371,-12.390136,-55.17577,walking,,,
-0.321411,-1.048584,0.071167,-0.488281,-14.5874,-47.66844,walking,,,
-0.295654,-1.039673,0.071899,0.427246,-26.06201,-31.4331,walking,,,
-0.282349,-1.020142,0.070313,3.540038,-26.61132,-24.963376,walking,,,
-0.268921,-1.015015,0.081421,-5.310058,-26.00097,-7.202148,walking,,,
-0.252808,-0.953003,0.062988,-0.549316,-44.31152,-38.33008,walking,,,
-0.17749,-0.977661,0.072632,1.953124,-32.34864,-28.01513,walking,,,
-0.260986,-0.956665,0.078369,-0.549316,-40.1001,-31.31103,walking,,,
-0.183105,-0.972046,0.081543,-8.544924,-46.63085,-31.67724,walking,,,
-0.182617,-0.989746,0.085571,-6.713866,-43.27392,-19.04297,walking,,,
-0.19812,-1.016236,0.092651,-8.544924,-46.08154,-14.160152,walking,,,
-0.139404,-0.998413,0.101807,-8.239746,-42.48046,-7.690428,walking,,,
-0.133301,-0.929199,0.068726,-2.075196,-44.25048,-0.793457,walking,,,
-0.147461,-0.938232,0.014404,8.422854,-24.29199,-3.479003,walking,,,
-0.100098,-0.927979,0.021118,7.995604,-16.6626,-3.845214,walking,,,
-0.061523,-0.99231,0.019165,5.493162,-23.071284,1.464844,walking,,,
-0.060425,-0.975464,0.011597,2.258301,-31.73828,7.873534,walking,,,
-0.086548,-0.992798,0.024292,3.112792,-21.3623,7.93457,walking,,,
-0.121826,-1.001221,0.015991,7.324218,-15.014646,3.234863,walking,,,
-0.123291,-1.056274,0.023682,11.230468,-10.009768,-2.197266,walking,,,
-0.092285,-1.076904,-0.020142,13.06152,-24.04785,-2.136231,walking,,,
-0.100708,-1.043579,-0.04834,13.30566,-33.20313,0.549316,walking,,,
-0.070801,-0.953858,-0.096924,0.183105,-120.05612,16.479492,walking,,,
-0.238281,-0.93103,-0.043457,-10.986324,-135.43704,18.493652,walking,,,
-0.348511,-0.944336,-0.011719,-14.46533,-65.85694,20.50781,walking,,,
-0.327515,-0.966309,-0.005737,-11.04736,-16.78467,22.09472,walking,,,
-0.301514,-0.993042,0.022339,-4.211426,11.474608,18.9209,walking,,,
-0.304688,-0.97815,0.037354,0.061035,18.18848,19.53125,walking,,,
-0.293457,-0.938965,0.064575,5.004884,33.44727,17.82227,walking,,,
-0.292358,-0.931274,0.066528,7.873534,37.29248,17.51709,walking,,,
-0.293945,-0.963623,0.065308,13.732908,39.24561,18.18848,walking,,,
-0.299927,-0.976929,0.062744,16.41846,41.99218,21.545408,walking,,,
-0.2771,-0.970215,0.061401,17.63916,41.44286,25.81787,walking,,,
-0.304077,-1.046143,0.054565,22.583,40.52734,23.25439,walking,,,
-0.288086,-1.034302,0.065552,18.18848,45.28808,27.709956,walking,,,
-0.297241,-0.954102,0.050537,17.33399,43.88427,22.70507,walking,,,
-0.268921,-0.954712,0.064575,13.610836,45.28808,24.23095,walking,,,
-0.281494,-0.928711,0.074585,10.131832,41.32079,21.91162,walking,,,
-0.289673,-0.973755,0.116333,2.319336,42.11425,14.34326,walking,,,
-0.299194,-0.94043,0.120728,1.098633,45.71532,11.230468,walking,,,
-0.291382,-0.96106,0.10437,5.798338,48.58398,7.873534,walking,,,
-0.2948,-1.006348,0.112305,6.469726,49.43846,7.507323,walking,,,
-0.256714,-0.980713,0.130615,0.915527,44.9829,12.390136,walking,,,
-0.241211,-0.903687,0.100464,3.784179,35.64454,18.31055,walking,,,
-0.266602,-0.900269,0.075684,9.21631,33.08106,22.64404,walking,,,
-0.259033,-0.956909,0.085571,8.239746,36.07178,21.789548,walking,,,
-0.238037,-0.994873,0.111816,1.831054,31.4331,19.40918,walking,,,
-0.223267,-0.937256,0.099854,-3.479003,4.150392,12.634276,walking,,,
-0.239868,-0.941895,0.093628,-2.685546,-5.798338,5.249022,walking,,,
-0.268921,-0.928223,0.092041,0.427246,-11.474608,-7.995604,walking,,,
-0.273926,-0.918457,0.080566,4.821778,-8.60596,-16.235352,walking,,,
-0.264038,-0.928467,0.081543,5.920409,-8.544924,-24.23095,walking,,,
-0.266235,-0.963745,0.082642,4.272462,-16.96778,-34.79004,walking,,,
-0.271362,-0.969238,0.082397,2.197266,-23.98681,-37.10938,walking,,,
-0.291504,-0.952881,0.082764,0.366211,-33.44727,-38.33008,walking,,,
-0.30249,-0.963379,0.07373,-0.854492,-34.11866,-38.45216,walking,,,
-0.299072,-1.037598,0.098633,-3.479003,-29.29687,-33.75244,walking,,,
-0.256348,-0.966675,0.0979,-1.220704,-27.52685,-19.34815,walking,,,
-0.32605,-0.955933,0.062134,-12.20703,-46.87499,-38.75733,walking,,,
-0.314941,-0.975952,0.074219,-8.117676,-34.60694,-39.30664,walking,,,
-0.376221,-0.907104,0.067383,-5.920409,-31.372068,-31.86035,walking,,,
-0.377197,-0.91272,0.062256,-3.906249,-14.09912,-37.47559,walking,,,
-0.405029,-1.001831,0.105469,-4.699708,21.057124,-37.35352,walking,,,
-0.389038,-1.025635,0.117798,-9.399414,21.545408,-33.44727,walking,,,
-0.402466,-0.975464,0.087646,-8.178714,28.747552,-9.155274,walking,,,
-0.380615,-0.991821,0.099243,-5.187988,37.04834,11.2915,walking,,,
-0.370483,-1.006836,0.096924,-2.197266,46.44774,28.747552,walking,,,
-0.262695,-1.036377,0.080688,6.65283,60.791,64.51416,walking,,,
-0.315918,-1.033692,0.081055,3.112792,65.55176,81.23776,walking,,,
-0.257813,-1.057618,0.086426,-2.990722,66.58936,82.58056,walking,,,
-0.226563,-1.03357,0.075317,-5.615234,62.62206,89.90476,walking,,,
-0.227539,-1.016724,0.065186,-5.798338,55.60302,85.75438,walking,,,
-0.208496,-0.970581,0.050415,-4.821778,36.98731,67.19972,walking,,,
-0.221436,-0.907104,0.023926,1.953124,22.70507,48.0957,walking,,,
-0.227661,-0.886108,0.012695,5.004884,18.79883,31.127924,walking,,,
-0.223022,-0.87085,0.006958,7.324218,15.014646,13.97705,walking,,,
-0.229736,-0.897339,-0.002441,9.09424,2.685546,-15.19775,walking,,,
-0.248413,-0.927246,-0.008057,8.239746,-4.150392,-27.709956,walking,,,
-0.251953,-0.971802,0.003418,5.065916,-13.06152,-43.21288,walking,,,
-0.280029,-0.966064,-0.012329,5.554198,-17.76123,-49.62158,walking,,,
-0.283569,-0.982788,-0.002563,3.295898,-22.583,-56.76268,walking,,,
-0.297608,-0.996094,0.002441,2.01416,-24.16992,-54.56542,walking,,,
-0.29773,-1.000488,0.003906,0.12207,-23.13232,-52.42919,walking,,,
-0.272583,-1.011108,0.025391,-3.479003,-22.82714,-40.22216,walking,,,
-0.248901,-1.00647,0.030396,-3.479003,-22.15576,-32.16554,walking,,,
-0.177612,-1.006226,0.063599,-4.333496,-26.36718,-24.10888,walking,,,
-0.15271,-0.996338,0.067993,-3.906249,-31.92138,-23.071284,walking,,,
-0.153809,-0.966797,0.054565,-0.732422,-35.4004,-27.52685,walking,,,
-0.169922,-1.010376,0.049561,0.854492,-28.32031,-36.25489,walking,,,
-0.126465,-0.994995,0.065308,-4.516602,-20.935052,-42.23632,walking,,,
-0.129761,-0.9823,0.049561,0.183105,-23.01025,-44.73876,walking,,,
-0.100708,-1.01355,0.044312,4.821778,-24.41406,-32.53174,walking,,,
-0.11023,-1.014404,0.043457,4.089356,-28.1372,-28.869624,walking,,,
-0.12146,-1,0.033325,-1.89209,-46.0205,-19.22608,walking,,,
-0.121582,-1.006958,0.027588,-0.732422,-39.12354,-14.22119,walking,,,
-0.081909,-0.955322,0.008057,3.295898,-29.41894,-8.72803,walking,,,
-0.090088,-0.93335,-0.010864,6.835936,-26.67236,-9.33838,walking,,,
-0.119873,-1.042236,-0.008301,5.981444,-3.601074,-11.474608,walking,,,
-0.124878,-0.988404,-0.006836,2.258301,-0.244141,-3.356933,walking,,,
-0.118774,-0.959473,-0.028931,3.906249,3.784179,3.784179,walking,,,
-0.099121,-1.007812,-0.003052,-3.112792,-4.394532,7.019042,walking,,,
-0.106079,-1.001587,0.020874,-8.178714,-10.68115,10.009768,walking,,,
-0.098877,-0.961426,0.009644,-8.239746,-18.31055,17.7002,walking,,,
-0.130371,-1.00415,0.016113,-7.080076,-18.43262,16.78467,walking,,,
-0.144775,-1.023316,0.045654,-14.526364,-23.13232,19.53125,walking,,,
-0.162354,-1.005249,0.042969,-14.46533,-21.72851,17.51709,walking,,,
-0.165039,-0.963623,0.04187,-12.57324,-23.559568,13.610836,walking,,,
-0.183594,-0.972534,0.04126,-9.09424,-22.3999,9.46045,walking,,,
-0.164917,-0.973755,0.042114,-3.173828,-27.52685,13.793944,walking,,,
-0.156494,-0.966309,0.030151,-1.586914,-32.83692,15.86914,walking,,,
-0.151489,-0.963745,0.024048,0.366211,-36.13282,16.479492,walking,,,
-0.15918,-0.956665,0.007324,5.004884,-46.56982,16.235352,walking,,,
-0.186157,-0.966309,0.001831,3.845214,-44.73876,12.20703,walking,,,
-0.223145,-0.955078,-0.011719,0.732422,-36.98731,0.854492,walking,,,
-0.247681,-0.950928,-0.019409,1.831054,-30.2124,-4.150392,walking,,,
-0.258057,-0.965088,-0.005859,3.356933,-23.193352,-8.8501,walking,,,
-0.27063,-0.972534,-0.00769,3.479003,-26.30615,-0.12207,walking,,,
-0.313355,-0.985108,-0.012573,4.028321,-19.9585,2.868652,walking,,,
-0.312744,-0.987793,-0.003784,0.12207,-19.71436,8.422854,walking,,,
-0.306519,-0.949097,0.001831,-4.638672,-17.02881,16.357424,walking,,,
-0.312378,-0.949707,0.011475,-4.089356,-13.854978,26.06201,walking,,,
-0.309082,-0.970825,0.01709,-4.516602,-8.056642,32.83692,walking,,,
